1406,1352
1407,1347
1356,1332
1410,1336
1427,1269
1434,1269
1440,1398
1443,1269
1290,1269
1444,1240
1450,1240
1439,1356
1455,1409
1421,1240
1453,1320
1434,1401
1434,1401
1438,1332
1453,1402
1453,1266
1432,1266
1455,1427
1460,1427
1460,1395
1460,1395
1463,1323
1463,1323
1466,1313
1466,1297
1467,1301
1468,1301
1468,1295
1320,1286
1348,1312
1348,1312
1389,1312
1389,1312
1398,1312
1398,1373
1398,1312
1403,1320
1460,1372
1460,1308
1464,1308
1464,1358
1465,1358
1390,1390
1390,1390
1394,1390
1450,1389
1465,1384
1394,1378
1432,1378
1432,1372
1432,1326
1460,1326
1465,1293
1465,1293
1445,1396
1467,1396
1478,1456
1479,1456
1479,1456
1483,1437
1490,1437
1494,1386
1409,1338
1411,1309
1450,1407
1450,1407
1462,1388
1487,1436
1495,1484
1495,1436
1450,1436
1496,1371
1430,1370
1497,1343
1497,1298
1386,1283
1405,1316
1405,1377
1405,1377
1412,1377
1396,1348
1396,1339
1348,1316
1348,1293
1348,1266
1348,1333
1348,1333
1376,1266
1400,1265
1400,1253
1420,1388
1424,1235
1372,1235
1427,1233
1295,1222
1337,1280
1356,1280
1356,1222
1297,1222
1352,1214
1216,1214
1216,1214
1300,1212
1300,1287
1334,1205
1338,1284
1355,1247
1311,1247
1311,1212
1355,1212
1368,1314
1368,1332
1368,1309
1309,1309
1309,1309
1309,1277
1309,1277
1309,1270
1351,1270
1321,1270
1321,1263
1319,1263
1319,1300
1319,1300
1331,1263
1341,1263
1295,1251
1295,1237
1295,1252
1295,1237
1300,1237
1329,1231
1329,1259
1333,1231
1323,1231
1323,1312
1355,1299
1358,1230
1358,1354
1371,1354
1373,1305
1373,1213
1373,1213
1271,1203
1251,1197
1251,1200
1242,1200
1271,1197
1277,1197
1299,1194
1235,1194
1235,1230
1235,1214
1299,1227
1364,1245
1371,1245
1371,1356
1382,1318
1385,1345
1385,1345
1380,1324
1385,1318
1385,1305
1395,1305
1397,1375
1397,1375
1397,1375
1400,1375
1400,1334
1400,1333
1402,1294
1402,1282
1402,1264
1402,1335
1401,1335
1408,1285
1387,1264
1388,1349
1404,1349
1404,1334
1386,1383
1408,1383
1408,1366
1408,1288
1375,1288
1375,1356
1375,1269
1411,1269
1412,1269
1277,1262
1280,1261
1280,1256
1334,1255
1385,1251
1390,1251
1390,1328
1414,1376
1414,1273
1309,1273
1309,1273
1359,1273
1359,1234
1389,1234
1306,1227
1273,1227
1306,1227
1234,1227
1234,1216
1240,1216
1246,1216
1319,1221
1315,1304
1320,1300
1340,1300
1340,1300
1324,1275
1324,1304
1324,1304
1335,1275
1349,1330
1349,1305
1367,1309
1325,1294
1332,1294
1332,1276
1332,1244
1332,1244
1270,1225
1270,1216
1256,1209
1256,1201
1256,1196
1256,1195
1237,1194
1256,1194
1247,1234
1247,1234
1265,1241
1289,1234
1289,1234
1298,1272
1321,1272
1325,1272
1332,1257
1335,1254
1336,1324
1342,1324
1346,1314
1328,1246
1346,1246
1318,1246
1353,1303
1353,1303
1358,1303
1358,1300
1362,1320
1370,1266
1370,1248
1340,1248
1340,1335
1340,1270
1310,1246
1310,1246
1277,1246
1304,1239
1304,1239
1320,1239
1289,1269
1271,1234
1271,1218
1276,1271
1289,1271
1289,1205
1227,1196
1227,1196
1227,1202
1227,1202
1237,1202
1300,1195
1312,1299
1312,1299
1318,1299
1318,1299
1320,1226
1321,1256
1321,1195
1326,1192
1329,1192
1331,1277
1331,1277
1333,1277
1342,1222
1342,1219
1300,1219
1249,1192
1249,1189
1300,1187
1328,1183
1206,1183
1230,1183
1293,1183
1293,1273
1300,1273
1300,1273
1284,1273
1323,1273
1328,1266
1283,1266
1328,1266
1330,1263
1342,1315
1342,1330
1345,1315
1345,1320
1326,1320
1347,1311
1350,1324
1353,1324
1357,1321
1357,1301
1366,1281
1370,1281
1305,1281
1371,1279
1373,1263
1373,1314
1373,1356
1373,1356
1371,1356
1364,1356
1364,1323
1373,1313
1349,1313
1349,1313
1349,1292
1375,1292
1375,1259
1379,1242
1381,1280
1306,1280
1335,1280
1337,1303
1337,1228
1321,1228
1319,1251
1319,1251
1253,1226
1240,1215
1240,1194
1240,1194
1306,1190
1234,1181
1256,1181
1207,1180
1207,1179
1216,1178
1203,1178
1203,1178
1203,1178
1203,1172
1225,1171
1225,1171
1178,1166
1205,1165
1205,1164
1226,1160
1234,1159
1234,1159
1198,1159
1186,1159
1198,1156
1239,1188
1247,1188
1228,1182
1251,1155
1160,1154
1251,1154
1223,1204
1223,1204
1225,1204
1225,1204
1253,1204
1253,1204
1234,1204
1255,1204
1257,1204
1269,1204
1270,1202
1272,1198
1272,1263
1272,1198
1272,1198
1286,1248
1286,1263
1291,1263
1276,1263
1276,1195
1201,1195
1266,1195
1260,1174
1192,1181
1192,1166
1201,1152
1166,1148
1166,1147
1196,1147
1157,1143
1196,1143
1180,1138
1201,1137
1221,1137
1221,1132
1214,1132
1223,1156
1223,1132
1232,1184
1245,1220
1250,1184
1256,1128
1256,1141
1193,1141
1209,1141
1198,1141
1209,1175
1246,1127
1137,1133
1201,1124
1246,1116
1268,1202
1268,1142
1263,1196
1255,1229
1255,1206
1263,1206
1263,1172
1269,1226
1270,1163
1277,1188
1278,1227
1281,1188
1264,1116
1286,1114
1283,1112
1283,1271
1283,1271
1283,1271
1283,1271
1291,1271
1294,1271
1294,1250
1295,1250
1298,1232
1299,1219
1299,1258
1300,1258
1304,1245
1304,1243
1304,1252
1305,1224
1308,1283
1309,1283
1309,1283
1312,1249
1257,1224
1313,1204
1317,1211
1317,1258
1317,1258
1270,1258
1270,1258
1270,1196
1306,1212
1306,1193
1307,1287
1318,1193
1200,1193
1231,1187
1236,1178
1261,1178
1198,1178
1210,1177
1252,1180
1252,1180
1261,1172
1261,1172
1232,1165
1263,1192
1261,1148
1261,1148
1261,1148
1288,1194
1293,1194
1289,1194
1250,1148
1262,1147
1271,1134
1189,1134
1176,1134
1135,1134
1172,1129
1172,1127
1189,1114
1175,1114
1162,1109
1162,1107
1112,1107
1112,1106
1112,1106
1120,1105
1120,1102
1120,1098
1132,1094
1123,1094
1123,1119
1123,1093
1123,1093
1097,1092
1103,1092
1103,1090
1103,1087
1098,1087
1117,1087
1117,1115
1117,1086
1118,1086
1132,1079
1132,1108
1140,1108
1135,1082
1141,1081
1141,1073
1112,1069
1112,1069
1124,1069
1141,1069
1149,1069
1149,1076
1133,1069
1156,1069
1156,1081
1156,1068
1103,1068
1093,1064
1116,1064
1137,1064
1100,1064
1100,1064
1074,1064
1070,1063
1070,1060
1070,1059
1095,1068
1080,1059
1080,1072
1095,1079
1095,1072
1100,1058
1106,1084
1111,1084
1111,1075
1111,1096
1121,1096
1136,1096
1109,1096
1105,1096
1105,1057
1105,1104
1105,1091
1131,1091
1136,1084
1136,1057
1136,1057
1156,1056
1160,1121
1145,1121
1163,1121
1165,1121
1171,1121
1175,1097
1166,1060
1166,1056
1179,1056
1162,1069
1132,1048
